chemical_name,alt_names,casrn,inchikey,mdl_value_ng_L,n_sources,all_reported_values_ng_L,limit_types_reported,source_files
Ivermectin B1a,,71827-03-7,AZSNMRSAGSSBNP-XPNPUAGNSA-N,0.5,3,0.5; 10.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Ketamine,,6740-88-1,YQEZLKZALYSWHR-UHFFFAOYSA-N,5.0,4,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Ketoconazole,,65277-42-1,XMAYWYJOQHXEEK-OZXSUGGESA-N,10.0,3,10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Ketoprofen,,22071-15-4,DKYWVDODHFEZIM-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Kresoxim-methyl,,143390-89-0,ZOTBXTZVPHCKPN-ZPHPHTNESA-N,0.1,2,0.1; 0.5,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx
Kresoxim-methyl,,143390-89-0,ZOTBXTZVPHCKPN-HTXNQAPBSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
L-Thyroxine,,51-48-9,XUIIKFGFIJCVMT-LBPRGKRZSA-N,15.0,2,15.0; 20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Labetalol,,36894-69-6,SGUAFYQXFOLMHL-UHFFFAOYSA-N,0.1,4,0.1; 0.5; 2.0; 110.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Lamotrigine,,84057-84-1,PYZRQGJRPPTADH-UHFFFAOYSA-N,0.1,4,0.1; 0.4; 0.5; 200.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Lapatinib,,231277-92-2,BCFGMOOMADDAQU-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Lauramidopropylbetaine,,4292-10-8,MRUAUOIMASANKQ-UHFFFAOYSA-O,0.1,2,0.1; 100.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx
Lauramidopropylbetaine,,4292-10-8,MRUAUOIMASANKQ-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Lauric isopropanolamide,,142-54-1,MMBILEWCGWTAOV-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Lauryl diethanolamide,,120-40-1,AOMUHOFOVNGZAN-UHFFFAOYSA-N,4.0,2,4.0; 5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Lenacil,,2164-08-1,ZTMKADLOSYKWCA-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Lidocaine,,137-58-6,NNJVILVZKWQKPM-UHFFFAOYSA-N,2.0,4,2.0; 5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Lincomycin,,154-21-2,OJMMVQQUTAEWLP-KIDUDLJLSA-N,8.5,2,8.5; 10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Linuron,,330-55-2,XKJMBINCVNINCA-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Loperamide,,53179-11-6,RDOIQAHITMMDAJ-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Lorazepam,,846-49-1,DIWRORZWFLOCLC-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Losartan,,114798-26-4,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,2.0,4,2.0; 2.2,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Losartan Carboxylic acid,,124750-92-1,ZEUXAIYYDDCIRX-UHFFFAOYSA-N,0.2,2,0.2; 0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
m-Terphenyl,,92-06-8,YJTKZCDBKVTVBY-UHFFFAOYSA-N,20.37220670262933,1,20.37220670262933,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
m-Xylene-4-sulfonic acid,,88-61-9,CHZLVSBMXZSPNN-UHFFFAOYSA-N,0.1,4,0.1; 0.5; 5.0; 50.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
MCPA,,94-74-6,WHKUVVPPKQRRBV-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Mebendazole,,31431-39-7,OPXLLQIJSORQAM-UHFFFAOYSA-N,1.5,3,1.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Mebeverine,,3625-06-7,VYVKHNNGDFVQGA-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Mecoprop,,93-65-2,WNTGYJSOUMFZEP-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Medroxyprogesterone,,520-85-4,FRQMUZJSZHZSGN-HBNHAYAOSA-N,1.0,1,1.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Medroxyprogesterone acetate,Medroxyprogesteroneacetate,71-58-9,PSGAAPLEWMOORI-PEINSRQWSA-N,1.0,2,1.0,MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Mefenamic acid,,61-68-7,HYYBABOKPJLUIN-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Megestrol-17-acetate,,595-33-5,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,1.0,1,1.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Melamine,,108-78-1,JDSHMPZPIAZGSV-UHFFFAOYSA-N,0.1,2,0.1; 0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Melatonin,,73-31-4,DRLFMBDRBRZALE-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Melperon,,3575-80-2,DKMFBWQBDIGMHM-UHFFFAOYSA-N,5.0,2,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Memantine,,19982-08-2,BUGYDGFZZOZRHP-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Mephedrone,,1189805-46-6,YELGFTGWJGBAQU-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Mepiquat,,15302-91-7,NNCAWEWCFVZOGF-UHFFFAOYSA-N,10.0,2,10.0; 35.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Mesotrione MNBA,,110964-79-9,QNOUABMNRMROSL-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metaflumizone,,139968-49-3,MIFOMMKAVSCNKQ-QNKGDIEWSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metalaxyl,,57837-19-1,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metalaxyl CGA108906,,104390-56-9,WFTHOCDLKYPFJX-UHFFFAOYSA-N,0.5,2,0.5; 1.2,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metamitron,,41394-05-2,VHCNQEUWZYOAEV-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metamitron-desamino,,36993-94-9,OUSYWCQYMPDAEO-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metazachlor,,67129-08-2,STEPQTYSZVCJPV-UHFFFAOYSA-N,0.7,2,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metazachlor BH 479-11,,1242182-77-9,GFGYMDAFJMPNCC-UHFFFAOYSA-N,0.5,2,0.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metazachlor BH 479-9,,1246215-97-3,DYCHUHSHQIYFAI-UHFFFAOYSA-N,0.5,3,0.5; 2.0; 8.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metazachlor BH479-12,,1367578-41-3,DFJUHFNLKWOTIZ-UHFFFAOYSA-N,0.1,2,0.1; 0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metazachlor ESA,,172960-62-2,IPVCSECPEVHQOV-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metazachlor OA,,1231244-60-2,PHMHHVKFXZNTKU-UHFFFAOYSA-N,0.1,4,0.1; 0.5; 7.0; 50.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metconazole,,125116-23-6,XWPZUHJBOLQNMN-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metformin,,657-24-9,XZWYZXLIPXDOLR-UHFFFAOYSA-N,10.0,3,10.0; 12.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methacrylamide,,79-39-0,FQPSGWSUVKBHSU-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methadone,,76-99-3,USSIQXCVUWKGNF-UHFFFAOYSA-N,0.5,2,0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methamphetamine,,537-46-2,MYWUZJCMWCOHBA-VIFPVBQESA-N,0.5,2,0.5; 2.1,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methanesulfonic acid,,75-75-2,AFVFQIVMOAPDHO-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methenamine,,100-97-0,VKYKSIONXSXAKP-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methimazol,,60-56-0,PMRYVIKBURPHAH-UHFFFAOYSA-N,200.0,1,200.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methiocarb,,2032-65-7,YFBPRJGDJKVWAH-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methiocarb sulfone,,2179-25-1,RJBJMKAMQIOAML-UHFFFAOYSA-N,0.5,2,0.5; 2.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methiocarb sulfoxide,,2635-10-1,FNCMBMZOZQAWJA-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methiocarb-sulfoxide phenol,,22454-92-8,ZHBBDQFXEDCQFI-UHFFFAOYSA-N,0.5,2,0.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methocarbamol,,532-03-6,GNXFOGHNGIVQEH-MRVPVSSYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methomyl,,16752-77-5,UHXUZOCRWCRNSJ-QPJJXVBHSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methotrexate,,59-05-2,FBOZXECLQNJBKD-ZDUSSCGKSA-N,15.0,2,15.0; 20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methoxychlor,,72-43-5,IAKOZHOLGAGEJT-UHFFFAOYSA-N,54.24489250422192,1,54.24489250422192,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methyl diethanolamine,,105-59-9,CRVGTESFCCXCTH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methylchloroisothiazolinone,,26172-55-4,DHNRXBZYEKSXIM-UHFFFAOYSA-N,20.0,1,20.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methyldesphenylchloridazon,,17254-80-7,XNSGCNYTNLWRKM-UHFFFAOYSA-N,0.5,3,0.5; 1.75; 20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methylparaben,,99-76-3,LXCFILQKKLGQFO-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
methylphenylsulfone,,3112-85-4,JCDWETOKTFWTHA-UHFFFAOYSA-N,61.754419642553835,1,61.754419642553835,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
methyltolylsulfone,,3185-99-7,YYDNBUBMBZRNQQ-UHFFFAOYSA-N,67.90055063287593,1,67.90055063287593,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Methyltriphenylphosphonium,,15912-74-0,AZFQCTBZOPUVOW-UHFFFAOYSA-N,0.5,2,0.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metobromuron,,3060-89-7,WLFDQEVORAMCIM-UHFFFAOYSA-N,0.5,3,0.5; 5.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metolachlor,,51218-45-2,WVQBLGZPHOPPFO-UHFFFAOYSA-N,0.7,3,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metolachlor CGA 357704,,1217465-10-5,IMFSUYMDPTXKCC-UHFFFAOYSA-N,0.1,1,0.1,LOQ,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx
Metolachlor CGA 357704,,1217465-10-5,IMFSUYMDPTXKCC-VIFPVBQESA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metolachlor CGA 368208,,1173021-76-5,QPVPJECIHVSBLZ-UHFFFAOYSA-N,0.5,3,0.5; 20.0,LOQ; MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metolachlor ESA,Metolachlor_ESA,171118-09-5,CIGKZVUEZXGYSV-UHFFFAOYSA-N,0.1,4,0.1; 1.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metolachlor OA,Metolachlor-OA,152019-73-3,LNOOSYCKMKZOJB-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metolachlor-NOA 413173,,1418095-19-8,WOXWIWNBIJDJHI-JTQLQIEISA-N,0.5,2,0.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metoprolol,,51384-51-1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,3.0,4,3.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metoprolol acid,,56392-14-4,PUQIRTNPJRFRCZ-UHFFFAOYSA-N,15.0,4,15.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metribuzin,,21087-64-9,FOXFZRUHNHCZPX-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Metsulfuron-methyl,,74223-64-6,RSMUVYRMZCOLBH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Michler's ketone,,90-94-8,VVBLNCFGVYUYGU-UHFFFAOYSA-N,0.5,2,0.5; 0.55,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Miconazole,,22916-47-8,BYBLEWFAAKGYCD-UHFFFAOYSA-N,5.0,2,5.0; 10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Mirtazapine,,61337-67-5,RONZAEMNMFQXRA-UHFFFAOYSA-N,3.5,3,3.5; 5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Mometasone fuorate,,83919-23-7,WOFMFGQZHJDGCX-ZULDAHANSA-N,0.2,2,0.2; 0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Monensin,,,GAOZTHIDHYLHMS-UHFFFAOYSA-N,2.0,1,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected)
Monensin,,17090-79-8,GAOZTHIDHYLHMS-KEOBGNEYSA-N,1.0,1,1.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
